ROC:     Pilt_BmO_D3_BLD11_PNL2_PLQ1_ROC0
col00:   00F00000000000000000000000000F090200000010000420000200000000100010000000000000F0
col01:   0F0001003000030000260F0000F0001F20100000000001200302900A000005300000000030210010
col02:   0F00000F01F00302010F7000010021F002076000030FB00008401010000462F000400002000000C0
col03:   0004000B0000010200D001000000000F05002A004300070100D413AF0000007B40182600D0200000
col04:   30F000006500055100480501160506FF90F042100600F6002003B1A210270200F016005FF4103080
col05:   210000AF01E0000000001000302C000FB001400000002D0000000F51300A051700600F0000000000
col06:   0000100000001F00000300FF0C0F0600100700C1F0603014C700068E01E091000000F10000010030
col07:   00040AD0DA0100F00C10A204001000053631500EF4550701300410000C0020904002710040000020
col08:   010230022132F0B890001300F00A304F01240040007000F0AA3F0F52FF82008030E2507F00000000
col09:   000000021000000000000000210000400120000F000000F0000053F000000200000B000000000000
col10:   0005004303F10001090026F00A900F0F4000900F20005010303050001020A0F00605050000100000
col11:   030000020000D0030000100000F140100004000300000009F00320505060100E050100000000F000
col12:   0020007040000000005F0031F6030F006000B0E204000000000A0048A0A00100210020F070004020
col13:   00F0F0002050030000100050005033F000002200603000000F005C20030B01013000F12000000000
col14:   0F00000065B0F0802F001003006F0010805000D0300003A06301D4000762300280FF142F31100360
col15:   000000000000000000000100001002000000F000050A910000F00F302010F0000030F00100500F00
col16:   600010400C00F03400FF000000F0C010100050030000173F0D007420022130020000006E4F020000
col17:   01001000010210000000000F020718F05B40C04000F02111005200200400000D00010000000010A0
col18:   00000000020000000F60000200F0F01004100D150002FA000FD0001000010000B00200FFFA000000
col19:   0040100000000000040200000EF06473800000000FF0F600F2F00F00B60404203000000001000000
col20:   00090000AA0400500510F902000003EF0030F00020101A0010300CF00005002370002609008F7400
col21:   00000000000000F0011003000300F2151D00900002001100002301100500200000B3D00000000700
col22:   00000000000000000343E0F00010F010034003BF012054100120010AF1000040002202FF00009520
col23:   0000F0200000000C410100001C000101040010000900030013000000010003100000000F00000020
col24:   00000000000000000800010F00100E060802001700000030260046F09F00F004000040000F210600
col25:   0A000000000004000400202000205000901090410025153F0085F00FF4E0020FFB20DF0800000000
col26:   02F0F0038070F04F402FA10025F5C120026FC0F44FFFE00FFC4E307E43BCB5FFD1FFFFB16146FFF0
col27:   0F0000000D0009002F10017082F0F20AFC6029440011A10D0607E0129F3000F0B0F0E1F000FF2000
col28:   0010000B0F422C02180054E710F224753C0C96F1C0B490F80BF6FFFFC00FF51AF5502FFF5007AD00
col29:   000120F08100030002EF2001000EF00609B078F2CC1FFF10FF0502FF768000F04580DD00D00FB000
col30:   40090000040580004073F10460AE0380200FCFA9AF35FDF3F215FFDE90FFF0F70FF09F72B35E5600
col31:   00010B3965F1FCD0F70FE5FF0F24000C829FF4F60F2428F7105F0FFF002FA0F5FCF5F000FF0280F0
col32:   003000F11F243F000351F180FF40AF130FFFF9F4F0F73FFFFF2FF6F4F0FF0FF082BFF3321F7262F0
col33:   0500072F000000000000F5071D0F0F96FD0FFF754603F0881FFFF48405F4FAF4FE5F2F4005F5DFF0
col34:   7040D000F5F23056F5000280FFC2FFFF5F6F05FFFFFF40FF8FE5CFFFA38FF200F0DFFFFFAFFFF4F4
col35:   2360F1020A042D65430E8AF3FD0F0BF109FFD0C5FFFF30FF1103FFFFF2FFF0B0F37F60F4F1FA9F04
col36:   1DF0F04FE13010B006FFFFC12857020907F2F8FFF40FFFFFFFFF6F0FFFDEFFF8FFFF9FFF062F18FF
col37:   00BFEFB43F491A5F40848E4C3511F11EFB94F0F5259200FF0FFFF3FFFFFCF294FFAF3DF0F3FFFFF0
col38:   A0019300A11C043252FFF5F1FF45008FFF764F0DF5F7FFFFFFBF0F81FA0FF2FFFFAFF18AF0FF2FD1
col39:   0F2000460000B0CFF014F1806FF70FFFFF06F0C0B0F00FF0F35FEEFFF64FF8FFF2DFFB00FD1F0F40
col40:   2F09116F210F1F0F305031603BFFFFFFF6FFF3FFFFF0DF3FFF4FFFFF5FF6FFFFFFFFCFFF6FF0FFFF
